symbol,factor,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
AAPL,slow_k,14,61,0.001,0.1673,1.1462,0.0313,1.2154,26.0,20.0,0.7692,4.9,0.66,-0.1861,-0.3343
AAPL,slow_k,14,62,0.001,0.1656,1.1309,0.031,1.2154,26.0,20.0,0.7692,4.9,0.65,-0.1861,-0.3343
AAPL,slow_k,14,63,0.001,0.1654,1.129,0.031,1.2154,26.0,20.0,0.7692,4.9,0.65,-0.1861,-0.3343
AAPL,slow_k,14,64,0.001,0.165,1.1255,0.0302,1.2154,26.0,19.0,0.7308,4.9,0.64,-0.1861,-0.3343
AAPL,slow_k,14,65,0.001,0.1743,1.2103,0.0318,1.2154,26.0,21.0,0.8077,4.9,0.68,-0.1861,-0.3343
AAPL,slow_k,14,66,0.001,0.1743,1.2103,0.0318,1.2154,26.0,21.0,0.8077,4.9,0.68,-0.1861,-0.3343
AAPL,slow_k,14,67,0.001,0.1795,1.2590999999999999,0.0327,1.2154,26.0,21.0,0.8077,4.9,0.7,-0.1861,-0.3343
AAPL,slow_k,14,68,0.001,0.1795,1.2590999999999999,0.0327,1.2154,26.0,21.0,0.8077,4.9,0.7,-0.1861,-0.3343
AAPL,slow_k,14,69,0.001,0.1822,1.2853,0.0332,1.2154,26.0,21.0,0.8077,4.9,0.71,-0.1861,-0.3343
AAPL,slow_k,14,70,0.001,0.18539999999999998,1.3159999999999998,0.0337,1.2154,26.0,21.0,0.8077,4.9,0.72,-0.1861,-0.3343
AAPL,slow_k,14,71,0.001,0.2048,1.5089,0.0369,1.2154,26.0,21.0,0.8077,4.9,0.8,-0.1795,-0.3343
AAPL,slow_k,14,72,0.001,0.212,1.5837,0.0382,1.2154,26.0,22.0,0.8462000000000001,4.9,0.83,-0.1795,-0.3343
AAPL,slow_k,14,73,0.001,0.212,1.5837,0.0382,1.2154,26.0,22.0,0.8462000000000001,4.9,0.83,-0.1795,-0.3343
AAPL,slow_k,14,74,0.001,0.20739999999999997,1.5356,0.0373,1.2154,26.0,22.0,0.8462000000000001,4.9,0.81,-0.1795,-0.3343
AAPL,slow_k,14,75,0.001,0.21109999999999998,1.5747,0.038,1.2154,26.0,22.0,0.8462000000000001,4.9,0.83,-0.1795,-0.3343
AAPL,slow_k,14,76,0.001,0.21989999999999998,1.6679,0.0394,1.2154,26.0,22.0,0.8462000000000001,4.9,0.86,-0.1795,-0.3343
AAPL,slow_k,14,77,0.001,0.2165,1.6319,0.0405,1.2154,25.0,21.0,0.84,4.9,0.84,-0.1795,-0.3343
AAPL,slow_k,14,78,0.001,0.22519999999999998,1.7253999999999998,0.0421,1.2154,25.0,21.0,0.84,4.9,0.88,-0.1795,-0.3343
AAPL,slow_k,14,79,0.001,0.2214,1.6841,0.041299999999999996,1.2154,25.0,21.0,0.84,4.9,0.86,-0.1795,-0.3343
AAPL,slow_k,14,80,0.001,0.2271,1.7467,0.042300000000000004,1.2154,25.0,21.0,0.84,4.9,0.88,-0.1795,-0.3343
AAPL,slow_k,14,81,0.001,0.2027,1.4872,0.0397,1.2154,24.0,19.0,0.7917000000000001,4.9,0.76,-0.1795,-0.3343
AAPL,slow_k,14,82,0.001,0.21420000000000003,1.6071,0.04190000000000001,1.2154,24.0,19.0,0.7917000000000001,4.9,0.8,-0.1795,-0.3343
AAPL,slow_k,14,83,0.001,0.2218,1.6885,0.0433,1.2154,24.0,19.0,0.7917000000000001,4.9,0.83,-0.1795,-0.3343
