symbol,w_param,buy_param,sell_param,fee_,CAGR,Accumulated return,Average return,Benchmark return,Number of trades,Number of win,Hit ratio,Investment period,Sharpe ratio,MDD,Benchmark MDD
^KS11,7,19,74,0.001,0.0473,0.2589,0.0341,0.4311,8.0,7.0,0.875,5.0,0.19,-0.2853,-0.3479
^KS11,7,19,75,0.001,0.051699999999999996,0.2854,0.037000000000000005,0.4311,8.0,7.0,0.875,5.0,0.22,-0.2853,-0.3479
^KS11,7,19,76,0.001,0.0682,0.3895,0.0473,0.4311,8.0,7.0,0.875,5.0,0.33,-0.2853,-0.3479
^KS11,7,19,77,0.001,0.0766,0.4443,0.0526,0.4311,8.0,7.0,0.875,5.0,0.39,-0.2853,-0.3479
^KS11,7,19,78,0.001,0.08130000000000001,0.47619999999999996,0.055,0.4311,8.0,7.0,0.875,5.0,0.42,-0.2853,-0.3479
^KS11,7,19,79,0.001,0.08130000000000001,0.47619999999999996,0.055,0.4311,8.0,7.0,0.875,5.0,0.42,-0.2853,-0.3479
^KS11,7,19,80,0.001,0.0874,0.5186,0.058899999999999994,0.4311,8.0,7.0,0.875,5.0,0.46,-0.2853,-0.3479
^KS11,7,19,81,0.001,0.0904,0.5394,0.060700000000000004,0.4311,8.0,7.0,0.875,5.0,0.48,-0.2853,-0.3479
^KS11,7,19,82,0.001,0.0584,0.3271,0.047,0.4311,7.0,6.0,0.8571,5.0,0.24,-0.2853,-0.3479
^KS11,7,19,83,0.001,0.059699999999999996,0.3353,0.048,0.4311,7.0,6.0,0.8571,5.0,0.25,-0.2853,-0.3479
^KS11,7,19,84,0.001,0.036699999999999997,0.19699999999999998,0.0463,0.4311,5.0,4.0,0.8,5.0,0.1,-0.32789999999999997,-0.3479
^KS11,7,19,85,0.001,0.031400000000000004,0.16670000000000001,0.053200000000000004,0.4311,4.0,3.0,0.75,5.0,0.06,-0.32789999999999997,-0.3479
^KS11,7,20,55,0.001,0.0725,0.41729999999999995,0.0239,0.4311,15.0,13.0,0.8667,5.0,0.46,-0.121,-0.3479
^KS11,7,20,56,0.001,0.0767,0.445,0.0253,0.4311,15.0,13.0,0.8667,5.0,0.49,-0.121,-0.3479
^KS11,7,20,57,0.001,0.08449999999999999,0.498,0.0278,0.4311,15.0,13.0,0.8667,5.0,0.55,-0.121,-0.3479
^KS11,7,20,58,0.001,0.0848,0.5003,0.0279,0.4311,15.0,13.0,0.8667,5.0,0.55,-0.121,-0.3479
^KS11,7,20,59,0.001,0.092,0.5504,0.0301,0.4311,15.0,13.0,0.8667,5.0,0.61,-0.121,-0.3479
^KS11,7,20,60,0.001,0.0929,0.5572,0.0304,0.4311,15.0,13.0,0.8667,5.0,0.6,-0.121,-0.3479
^KS11,7,20,61,0.001,0.09369999999999999,0.5624,0.030600000000000002,0.4311,15.0,13.0,0.8667,5.0,0.61,-0.121,-0.3479
^KS11,7,20,62,0.001,0.0803,0.4696,0.0285,0.4311,14.0,12.0,0.8571,5.0,0.49,-0.121,-0.3479
^KS11,7,20,63,0.001,0.0843,0.4971,0.0298,0.4311,14.0,12.0,0.8571,5.0,0.52,-0.121,-0.3479
^KS11,7,20,64,0.001,0.07139999999999999,0.4103,0.0274,0.4311,13.0,11.0,0.8462000000000001,5.0,0.41,-0.121,-0.3479
^KS11,7,20,65,0.001,0.0697,0.3992,0.026699999999999998,0.4311,13.0,11.0,0.8462000000000001,5.0,0.38,-0.121,-0.3479
^KS11,7,20,66,0.001,0.0605,0.3404,0.0254,0.4311,12.0,9.0,0.75,5.0,0.3,-0.121,-0.3479
^KS11,7,20,67,0.001,0.0647,0.3667,0.0271,0.4311,12.0,9.0,0.75,5.0,0.33,-0.121,-0.3479
^KS11,7,20,68,0.001,0.0509,0.2807,0.0236,0.4311,11.0,8.0,0.7273000000000001,5.0,0.23,-0.1467,-0.3479
^KS11,7,20,69,0.001,0.0113,0.0574,0.0086,0.4311,9.0,6.0,0.6667000000000001,5.0,-0.06,-0.2279,-0.3479
^KS11,7,20,70,0.001,0.0223,0.11630000000000001,0.0149,0.4311,9.0,6.0,0.6667000000000001,5.0,0.02,-0.2279,-0.3479
^KS11,7,20,71,0.001,0.0123,0.063,0.013500000000000002,0.4311,8.0,6.0,0.75,5.0,-0.05,-0.2853,-0.3479
^KS11,7,20,72,0.001,0.0123,0.063,0.013500000000000002,0.4311,8.0,6.0,0.75,5.0,-0.05,-0.2853,-0.3479
^KS11,7,20,73,0.001,0.0204,0.1058,0.0181,0.4311,8.0,6.0,0.75,5.0,0.0,-0.2853,-0.3479
^KS11,7,20,74,0.001,0.0219,0.11410000000000001,0.019,0.4311,8.0,6.0,0.75,5.0,0.01,-0.2853,-0.3479
^KS11,7,20,75,0.001,0.0262,0.1376,0.0219,0.4311,8.0,6.0,0.75,5.0,0.04,-0.2853,-0.3479
^KS11,7,20,76,0.001,0.042300000000000004,0.2296,0.0322,0.4311,8.0,6.0,0.75,5.0,0.14,-0.2853,-0.3479
